 5000    7000
 2378     954       9
 2378    1096      36
 2379     595      27
 2379    1576      29
 2380    1204      40
 2380    4947      21
 2381    3025      48
 2381    4317      22
 2382     268      54
 2382    2728      29
 2383    2703      18
 2384    2459      39
 2385     665       2
 2386    2116      44
 2387    4295      27
 2388     391      35
 2388    3671       3
 2392     697      38
 2392    1078      33
 2393    2002      11
 2393    3955      32
 2395    3793      42
 2395    4508      56
 2396      80      42
 2396    2482      50
 2398      35      16
 2398     482      43
 2398    2086       8
 2399     675      55
 2399    1101      23
 2399    1471      56
 2399    4958      10
 2400    3614      58
 2400    4340      20
 2401    1264      41
 2402     182      47
 2402     609      48
 2402    3817      14
 2403    4835      53
 2404    4223       1
 2405     514      45
 2405    3154      11
 2405    4998      18
 2407    2011      28
 2407    2055      59
 2408     574      25
 2408    1914      56
 2408    2965       5
 2409    2157      57
 2410     759      58
 2410    3536       5
 2410    3625      54
 2410    4874      25
 2411    1965      47
 2412    2577      36
 2413     949      24
 2413    2775      51
 2413    3260      11
 2414     512      42
 2416    3780      35
 2417     653      54
 2417    3327      23
 2419    1064      37
 2419    4255      10
 2420    4754      34
 2421    2894      24
 2422    2397      57
 2422    2431      10
 2422    2700      37
 2423    3209      42
 2424    4524      20
 2425    1495      48
 2425    2146       8
 2425    3585      19
 2426    4543      17
 2426    4985      50
 2427    3011      31
 2427    3247      44
 2429    2093      33
 2429    3993      13
 2429    4494      30
 2429    4947       8
 2430      51       8
 2430    1525       1
 2430    1796      28
 2430    3736      24
 2430    3791      19
 2431     355      16
 2432      85      18
 2432    4694      35
 2433    4237      54
 2434    3090       8
 2435    3735       9
 2435    4343      54
 2436     963      55
 2437    2393      14
 2437    3396      30
 2437    3811      12
 2438    1346      50
 2438    4180      55
 2442     805      33
 2442    3183      45
 2442    4436      49
 2444     170      51
 2444    4391      46
 2444    4524      50
 2445    1456      13
 2445    4233      42
 2446    2564       5
 2447    4924      42
 2449    1373      15
 2449    2338      23
 2449    4267      49
 2451    1426      54
 2451    2018       7
 2451    2934      26
 2451    4489      39
 2452     158      18
 2453    1812      15
 2453    3315      51
 2453    3672      26
 2453    4518      47
 2455    3119      52
 2456    1207       3
 2458     338      58
 2458    2012      20
 2458    4698      59
 2460    2048      42
 2460    2627      11
 2462    3340      41
 2463     736      56
 2464    4701      24
 2465    4521      44
 2465    4570      27
 2466    4215       2
 2467    2116      24
 2467    4734      51
 2469     652      50
 2469    1191      18
 2469    3451      15
 2469    3800      57
 2472    4390      27
 2473    2171      37
 2474    2551      12
 2475    1579       3
 2475    1975      52
 2475    2405      42
 2475    3357      22
 2476    1911      32
 2476    3364      15
 2476    3986      18
 2476    4415      53
 2477    1327      44
 2477    2754      41
 2477    3234      49
 2477    3404      53
 2478    2371      26
 2480      34      52
 2481     833      14
 2481    3871      59
 2482    2009      30
 2482    3939      57
 2483    3213      31
 2483    4366      48
 2484    4415      19
 2485    3045      25
 2486    1259      58
 2486    1911      44
 2488    4383       4
 2490    1047      48
 2490    1462      37
 2491     417      28
 2492    1916      56
 2493     998      59
 2494    2289       8
 2495     210       5
 2495    1126       7
 2500    4440       1
 2501    2203      48
 2501    2224      44
 2501    4485      38
 2502     906      39
 2502    1070       3
 2502    2336      33
 2502    4384       6
 2503    1288      18
 2503    2735      55
 2503    3770      30
 2503    4875      48
 2504    1325      60
 2504    2267      47
 2504    4611      33
 2506     766      12
 2506    1023      26
 2506    1757      12
 2506    2730       2
 2508     317      51
 2508    3317      36
 2509      43      20
 2509    3602      27
 2511    3053      31
 2512    2767      24
 2513    1784      14
 2513    3931      20
 2513    4555      58
 2514    1076       4
 2514    1477      48
 2514    3015      60
 2515     901      48
 2516     584      57
 2516    1422      59
 2516    4148       2
 2517    3295      22
 2518    1732      18
 2518    2389      14
 2518    3207      11
 2519    2300      50
 2520    4925      47
 2521    3748      44
 2522    2132       7
 2522    2679      18
 2522    4761      60
 2523    1015      24
 2525    2078      55
 2526    2086      13
 2526    2645      54
 2527     780      32
 2527    1353      52
 2527    1516      41
 2527    2074      39
 2528    4194      51
 2529    2454      52
 2529    4531      13
 2531    1950      22
 2531    3610       5
 2535    3514      12
 2537    1581       5
 2538    3118      52
 2538    3341      17
 2538    4710      47
 2539     263      35
 2539    3711      22
 2540     465      39
 2540    2627      31
 2541     949      36
 2542     542      39
 2543    1441       5
 2543    3253      41
 2544    1112      12
 2544    1762      34
 2545    1216      47
 2547    1068       4
 2548    1870       4
 2549     151       7
 2552    1044      16
 2552    1096      56
 2552    1719      46
 2552    3010      32
 2553     598       8
 2553    1224       9
 2553    2974      31
 2553    4232      20
 2553    4624      17
 2554    3711      52
 2556     599      25
 2556    1694      59
 2557     962      20
 2557    2629      32
 2557    2706      45
 2557    3853      24
 2558    1307      22
 2558    2111      44
 2559    3829      49
 2560    4117      10
 2561     659      25
 2561     921      10
 2561    1381      43
 2562     789       6
 2563     402       2
 2563    4451       4
 2566    2186      34
 2566    2451      55
 2566    3152      13
 2566    3331      29
 2566    3710      48
 2566    4812      27
 2567    2065      36
 2567    3012      20
 2567    4835      16
 2569    1905      53
 2569    2501      33
 2570    4731       7
 2571    1835      34
 2572    1500      14
 2572    4167      29
 2575     237      41
 2575    2001      40
 2576    2538       2
 2576    4192      55
 2578    4805      53
 2579     496      34
 2579    1908      18
 2580    1373      38
 2581    4056       7
 2581    4870      58
 2583     719      41
 2583     946       1
 2584     868       7
 2585      76      41
 2585    2041      49
 2585    2532      23
 2587     660      17
 2587    4644      14
 2588     327      47
 2588    4210      28
 2589     277      17
 2589    2014      52
 2590     828      38
 2591    2629      26
 2591    3016      20
 2592    1655      35
 2592    4674      29
 2592    4834      60
 2594    4510      42
 2595    1374      19
 2595    2392      41
 2596     838      43
 2596    2215      34
 2597    2635      52
 2597    3349      24
 2598    4737      33
 2599     247      21
 2600    1795      40
 2600    1814      56
 2601    1783      27
 2602    3255      51
 2602    4976      48
 2603     713       6
 2603    3979      43
 2604    2696      56
 2604    4241      13
 2605    2226       4
 2606    1341       7
 2606    1685      53
 2608    3130      48
 2608    3906      56
 2608    4473      22
 2609    2758      21
 2610     284      31
 2611     967      35
 2611    4366      36
 2612    1828      49
 2612    2726      31
 2613    1982      29
 2614    1826      18
 2615    4405      48
 2616     182      33
 2616    2286       8
 2617    1569      38
 2617    4716      17
 2618     298      11
 2618    4081      42
 2622    1679      40
 2622    4059      16
 2623     472       9
 2623    3580      32
 2624    1871      34
 2624    4357      37
 2627    1626      27
 2627    3646      39
 2628    3233      51
 2628    4376       3
 2629    4333      17
 2631    1386      58
 2631    3598      40
 2632    2486      59
 2632    2853      29
 2634    1541      15
 2634    2490      45
 2634    2800      26
 2635    2747      55
 2635    3201      59
 2637    2408      40
 2637    4518      19
 2638    3366       9
 2639      15      55
 2639    1091      42
 2641    3603      33
 2641    4133       7
 2641    4565      44
 2642    1251      55
 2642    2067      15
 2642    3752      58
 2642    4171       5
 2643     482       2
 2643    2926      40
 2643    3295      25
 2643    4641       4
 2643    4935      47
 2644     844      22
 2644    1035      42
 2644    3375      58
 2644    3892      58
 2645     418      45
 2646     379      23
 2646    1064      11
 2646    2279      55
 2646    2698      23
 2649    3241      50
 2650    2452       6
 2650    3273      31
 2651    2630       3
 2651    4458      54
 2652    4314      14
 2653    1233      30
 2653    2207      15
 2654    3739      15
 2655    3264      46
 2656    3658      34
 2657     115      19
 2657    4679      26
 2658    3972      43
 2659    1468      36
 2659    4922      57
 2660    2145      13
 2660    4009      54
 2662     734      58
 2662    3296      55
 2662    4234      32
 2664     432      44
 2664    3843      50
 2667    1434       7
 2667    2583      42
 2672    1724      23
 2672    3085      14
 2673     499      60
 2674    2199      43
 2674    2523      16
 2675    2257      16
 2675    4829      41
 2676    2258      57
 2677    1426      45
 2679    4182      43
 2680    3108      28
 2680    3350      16
 2683    2109      12
 2683    2381      12
 2684    1760      53
 2685    4979       1
 2687    2731      40
 2688    4342      19
 2688    4375      32
 2689    2908      16
 2690    1457       9
 2690    2778      43
 2690    4213      18
 2694     607       4
 2696    1017      46
 2696    1956      25
 2697    1929      23
 2697    3905      27
 2698     607      35
 2698    2337       1
 2698    2412      49
 2698    2683       2
 2702     254      43
 2702     380      41
 2703     587      41
 2704    4224      15
 2705    2907      42
 2705    4049      36
 2705    4889      19
 2706     893      42
 2706    4593      48
 2707     540       8
 2708     130      52
 2708    4103      42
 2709    1842       3
 2709    2885      53
 2710    2154      49
 2711    1554      52
 2711    1563      19
 2711    4293      24
 2714     532      29
 2715    1376       5
 2716    3723      28
 2717    1183      27
 2717    4390      50
 2718    1142      42
 2718    3945      55
 2719    3934      18
 2720    3092       6
 2720    3719      17
 2721    1578      31
 2723    3683      16
 2723    4448      35
 2724    1042      18
 2724    4302      43
 2725    1173      35
 2726    1872      13
 2726    2689      53
 2726    2732      26
 2728     177      53
 2728    3497      58
 2729    1017      25
 2729    2686       2
 2731    1081      44
 2732    1125       6
 2732    2871      51
 2732    2896      29
 2733     365      12
 2733    3313      56
 2734    1348      56
 2735    1606      60
 2735    2292      58
 2737    2104      40
 2737    3552      26
 2738    4134      49
 2738    4787      54
 2739    1069      38
 2740    4132      32
 2741    1848       6
 2741    2605       3
 2742     738      13
 2742    4439       7
 2743    3301      23
 2745    3691      50
 2746     259      26
 2747    3845      19
 2748    4320      23
 2750    2983      22
 2751     477       2
 2753     429      35
 2753     728      45
 2753     869      58
 2753    2223      21
 2753    2894      31
 2754    2928      46
 2755    3474      46
 2757    3230      35
 2758     214      37
 2758    3566      13
 2759    1074      20
 2759    1332      59
 2760    2617      55
 2760    3955      59
 2762     136      20
 2762    3510      37
 2763    3821      13
 2764    2786      48
 2765    3816      50
 2766    1292      11
 2766    2014      50
 2767    4429      51
 2769     461      20
 2769    1785      19
 2769    2133      40
 2769    3997       6
 2770    2856      35
 2770    3183      32
 2771    1751      22
 2771    2181      51
 2771    2813      23
 2771    2938      18
 2771    4015      25
 2772     333      14
 2772     741      13
 2772    4506       6
 2773    1129      59
 2774    1282       7
 2775     920      50
 2776    2211      53
 2776    2836       8
 2776    3461      32
 2776    3846       3
 2777    1855      31
 2778     422      17
 2778    3174      58
 2782    1031      53
 2783    1005       5
 2783    1738      41
 2783    3590       7
 2783    3707       5
 2784    3428      24
 2784    4174      25
 2786    1677      53
 2786    4505       5
 2787     843      18
 2788    2109      22
 2789     273       6
 2789    4020       2
 2790     684      38
 2790    2276      11
 2792     949      15
 2794    1066      53
 2794    2061      59
 2795    3080      20
 2795    4634       6
 2797     355       7
 2797    3099       2
 2797    3279       1
 2798    2572      40
 2798    3483      46
 2800    1347      36
 2800    1549      59
 2801    3543      12
 2802     406      16
 2803    3602      16
 2803    4836      31
 2804     323      59
 2804    1481       3
 2805    3134      15
 2805    3353      33
 2806    4199      27
 2808    4840      30
 2809    2557      17
 2809    2964      20
 2810     287      42
 2810    1039      33
 2812    1834      28
 2812    3028      46
 2813    1262      13
 2813    3382      19
 2814     435      48
 2814    2945      60
 2815     348      44
 2815    3929      58
 2816     834      10
 2816    4600      42
 2817     643      30
 2818     433      38
 2819      79      51
 2820     179      14
 2820     579      48
 2820     739      22
 2820    4595      28
 2821     448      51
 2823    3395      11
 2823    3982      31
 2825     551      53
 2825     799      60
 2825    4784      36
 2826    1176      16
 2827    1775      53
 2829     366      39
 2831    3252       5
 2831    4304      36
 2833    2166      48
 2833    2489      13
 2833    4183      43
 2835     509      57
 2835    2282      49
 2836     356       3
 2836    3662      32
 2837    4805      38
 2837    4847      52
 2837    4901      17
 2839    1889      20
 2839    4164      60
 2840    3516      29
 2841     236      15
 2841     514      34
 2842    2178      45
 2843    2263      44
 2843    3841      57
 2845    2779      36
 2846    3132      56
 2849    3538      37
 2850    1304      50
 2851     426      30
 2851     707      28
 2852     825      10
 2853    2794      41
 2853    3250       9
 2853    4365       9
 2854    2489      41
 2855    1805      35
 2855    1896       5
 2855    4306      58
 2856    3900      60
 2857    1200      23
 2857    3741       5
 2857    4287      29
 2858    1330      56
 2858    4160      60
 2861    4894      22
 2862     825      13
 2862    1439      52
 2863     893       1
 2863    4896      45
 2864     756      27
 2869    4773       4
 2870    2206      54
 2870    4066      24
 2871    4343      46
 2872     775      21
 2872     843      55
 2872    1688      10
 2873     410      27
 2873    1179       5
 2873    1266      37
 2874    2662      20
 2874    4663      15
 2876    2208      60
 2876    2718      23
 2877    2130      14
 2877    3218      49
 2877    4365      28
 2877    4964      29
 2878    2195      39
 2878    3334      44
 2879    3391      24
 2879    3986      24
 2880    3557      14
 2881    1029      45
 2883     248      13
 2883     582      51
 2883    2283      52
 2883    3412      59
 2884    4584      59
 2885    4669      49
 2886    3573       8
 2887     379      36
 2888     452       1
 2888    1268      12
 2889     419      58
 2889     488      41
 2889    1723      51
 2889    2912      15
 2892     421      23
 2892    3512      44
 2893    2128      21
 2893    2162      13
 2893    4868      49
 2895    2402      35
 2896     443       4
 2896    3228      48
 2897     973      12
 2897    4077      18
 2897    4456      52
 2898    2722      20
 2900      24      59
 2900    2197      44
 2900    3086      45
 2901     238      37
 2901    1751       4
 2902     547      38
 2903     445      20
 2903    1888      28
 2904     176      49
 2904    2722      46
 2904    3603      16
 2905    2093      24
 2905    2318      13
 2905    2923      32
 2905    4317      27
 2907    4977      46
 2908    4760      49
 2909    2828       4
 2909    3608      14
 2909    4352      37
 2910     277      21
 2910    1558      46
 2910    3161       3
 2911      78       1
 2911    2875      50
 2912    1343      38
 2912    1437      29
 2913    1522      37
 2913    3938      44
 2916    4640      32
 2918    1232      20
 2918    3045      55
 2922     982      42
 2922    2865      28
 2922    4889      24
 2923     458      18
 2924    1743      11
 2925    3218      21
 2926     962       3
 2926    1617      22
 2927     323      57
 2928      12      47
 2930    1215       4
 2932    3040      46
 2933    1456      39
 2934     495      45
 2936    1131      33
 2936    1542      34
 2936    1940      15
 2936    4378      60
 2940    2641       2
 2941      85      19
 2942    4866      40
 2943    3632      46
 2945     942       7
 2945    1643       1
 2945    2801      46
 2947    1221      51
 2947    2519      45
 2947    2846      36
 2947    3828      25
 2948    1194      18
 2948    1577      24
 2948    3988      23
 2950    1476       7
 2952    1178      55
 2952    3722      58
 2953    4249      16
 2954    1685      38
 2954    3146      21
 2955    1519       1
 2956    2177      33
 2956    4235       9
 2956    4877       5
 2958    3611      33
 2958    3757      28
 2958    4625      52
 2959    4209      27
 2960     189      26
 2960     590       6
 2960    4058      28
 2961    2598       1
 2963    2213      11
 2963    3020      54
 2963    3846      28
 2964    1313      11
 2964    2166      35
 2965    3486      34
 2965    4562      60
 2968    1131      42
 2968    1319      41
 2969     302      47
 2969    3304       5
 2969    3441      30
 2970    1316      35
 2970    1599      20
 2973    1064      57
 2973    4730      36
 2974    3038      30
 2974    4532      46
 2976    3359      33
 2976    3848      53
 2976    4325      59
 2978     468      52
 2978    4095      35
 2979    2536      11
 2979    3949       1
 2979    4180      27
 2979    4603      10
 2980    2861      54
 2981    1236      59
 2982    4494      18
 2983    3107      51
 2984    1550      19
 2985    4688      11
 2986     894      11
 2986    2725      48
 2986    4424      14
 2987     453      46
 2987    1581      57
 2987    2273      22
 2987    4143      43
 2988    2219       3
 2988    2814      45
 2989     675       7
 2990     749      26
 2990    1356       3
 2991    1458      50
 2991    3707       6
 2992    4956      50
 2995    1524      27
 2995    2859      21
 2995    3093      41
 2996    1165      22
 2996    2618      13
 2996    4637      26
 2998     140      44
 2998    3164      31
 2999    1017      47
 2999    2777      23
 2999    2839       4
 3000    1537      25
 3000    4421       9
 3000    4549      17
 3001    2116      21
 3001    4320      24
 3002    3114      26
 3003    1557      27
 3003    3711      29
 3004    4046       2
 3005     742      15
 3005     846      34
 3005    3198      47
 3005    4290      35
 3005    4478      26
 3005    4915      47
 3006    2122      38
 3006    4328      24
 3008    1282      55
 3008    2076      30
 3008    4954      38
 3009     642       4
 3009    2518      26
 3009    4084      41
 3010    3960      44
 3010    3969      29
 3012     794       4
 3012    3360      14
 3012    4670      26
 3013    3669      53
 3013    3871      44
 3014    1442      54
 3014    3558       3
 3015    1750      56
 3015    1800      54
 3015    4429      33
 3016     810      19
 3016    1752      58
 3018    4351      58
 3022    3241      34
 3022    3966      25
 3022    4857      51
 3023    2139      37
 3025    2058       9
 3025    3959      34
 3027    3367      53
 3028     710      49
 3028    1141      44
 3028    2333      60
 3029    2217      43
 3031    2721      11
 3032     631      18
 3032    3352      35
 3033    3087      57
 3034    1102      50
 3034    4508      38
 3035     484      57
 3037    1103      30
 3037    3017      13
 3037    4159      30
 3039     570      58
 3039    4442      50
 3040     193       5
 3040     752      43
 3041    2016      58
 3041    3686      30
 3042     932      42
 3044    1498      58
 3044    4823      36
 3045    1053      52
 3045    1456      44
 3045    4861      10
 3046    4152      40
 3047    3037      49
 3048     588      40
 3049     949      59
 3049    1873      38
 3049    3514      30
 3049    3662      53
 3050    3107      27
 3050    4844      24
 3051     991      15
 3051    1976      16
 3051    2415      12
 3053    4541      20
 3054    2707       5
 3054    3730      40
 3055    2256      44
 3055    3466      33
 3056     302      41
 3056    2082      45
 3057    2189      31
 3058     757      18
 3058    1637      31
 3058    2252      50
 3058    2901      44
 3058    3366      11
 3059    4258      10
 3060    1933      31
 3062    2299      58
 3063     311      14
 3065    2033       2
 3067    3866      57
 3067    4412       5
 3068    1751       1
 3068    2094      34
 3068    3461      17
 3070    1747       9
 3071     169      35
 3071     242      37
 3071     728      56
 3071    4092       6
 3071    4997      34
 3072    4834      20
 3073    3354      39
 3074     391      36
 3074    1108      36
 3075    3603      27
 3076    2629      23
 3076    3241      15
 3076    4147      57
 3076    4443      38
 3077    4681      13
 3077    4809      33
 3078    4125       8
 3079    3238      41
 3079    3960      25
 3079    4270      48
 3082     509      12
 3083     813      41
 3085      52      49
 3085    1571       7
 3086    4031      56
 3088    4882      44
 3089    4418      27
 3091    1625       6
 3091    3603       3
 3092    2348      55
 3093    1678      46
 3095     889      33
 3095    1880      52
 3096     894      33
 3096    1066       9
 3096    2113      55
 3096    3991      42
 3097    1462      19
 3098     369      37
 3098    4546      50
 3100    1837      60
 3100    2640      37
 3101     167      20
 3102    1138      23
 3102    3643      17
 3103      65      35
 3103    3304       3
 3103    3558      21
 3103    3653      57
 3104     211      58
 3105    1000      34
 3107    3481       6
 3107    3811      58
 3108     587       2
 3110     587       7
 3112    2580      26
 3112    4525      10
 3113     181      37
 3113    1804      12
 3113    1974      28
 3114    2059      46
 3115    1664       2
 3116     379      24
 3116    2258      12
 3116    2401      55
 3117    2164      30
 3118    4914      40
 3119    3686      15
 3120    2297      33
 3120    2890       7
 3120    3272      35
 3122    1187      16
 3123     385      13
 3123    1455      42
 3123    2444      45
 3124    3492      59
 3124    3759       5
 3125    1009      22
 3125    2613       3
 3125    2842      60
 3127     465       5
 3127    3163       6
 3127    4166      10
 3128    2145      31
 3129    3631      43
 3131    2504      60
 3131    4908      15
 3132    1846      10
 3132    3972      32
 3132    4958      13
 3134    4769      37
 3135    2163       9
 3135    4432      17
 3136    1719      35
 3136    2183      25
 3137     737       6
 3139     969       9
 3140    2385      59
 3140    3148      13
 3141    3182       3
 3143      75      27
 3143    3852      32
 3143    4189      46
 3144    4426      12
 3145      33      54
 3145     397      25
 3145    1142      26
 3145    1144       4
 3145    2126      26
 3145    3241      35
 3146    2042      32
 3146    2756       9
 3146    4255      36
 3148     499      14
 3149    1548      48
 3151    2094      41
 3152    2689      52
 3153    4746      42
 3154    4503      50
 3158     361      39
 3158    1531      60
 3158    4647      57
 3160    3964      39
 3161     484      47
 3161    3231       9
 3165     571       9
 3167    2336      35
 3168    4880      23
 3169    1106      53
 3169    3553      23
 3170    1585      39
 3170    4543      12
 3171    4203       8
 3172    3332      30
 3173    4581      49
 3174    2216      15
 3174    2338      26
 3174    3526      46
 3174    4332       1
 3175     564       4
 3175     659      21
 3176    1171       1
 3177    4249      54
 3178     169      44
 3178    2546      30
 3179     734      47
 3180     942      33
 3181    2175      41
 3182    1440      32
 3183    1965      51
 3183    3132      57
 3183    4609      34
 3184    4442      60
 3185    3314      57
 3185    4906      56
 3187    1708      35
 3189    1945      13
 3189    2806      39
 3189    3767      60
 3190    1140      23
 3191    3445      51
 3192     854      38
 3193     731      58
 3193    2695       5
 3195     393      59
 3195    1213      34
 3195    3161      59
 3196     821      30
 3196    4166      20
 3197    2734       1
 3197    4743      51
 3200    2122      57
 3200    2602      19
 3201    2157       3
 3201    2478      31
 3201    4846      50
 3202    3947      11
 3203      96      21
 3203    3738      59
 3204     712      17
 3205    2365      52
 3206     780      44
 3206    2022      42
 3207     405       8
 3207    1424      49
 3208     323      26
 3208    1957      46
 3208    4321      50
 3209    2100      18
 3209    3609      52
 3210    3505      25
 3211    2771      51
 3212    3168      49
 3213     187       9
 3213     681      43
 3214     398      10
 3215    1235      19
 3215    2819       9
 3216    2044      35
 3216    2207      20
 3217    2317      13
 3217    3848      53
 3217    4476       4
 3218     914      12
 3219     181       7
 3219    1958      11
 3219    1980      39
 3220    2859      16
 3220    3365      13
 3221     959      60
 3221    2279      47
 3221    2508      41
 3221    4036      28
 3222    3369      58
 3224    2981      19
 3226    1660      55
 3226    3323      11
 3226    3640      51
 3228     510      52
 3231    2395      56
 3232     217      34
 3233    2761      13
 3233    3427      37
 3234    3340      42
 3235     189      21
 3236     894      57
 3236    2174      55
 3236    2476      59
 3237     431      33
 3237     695       3
 3237    1616      20
 3238    4686      24
 3239     195      36
 3241    2258      40
 3242    1081      27
 3243    1740      45
 3243    3429      30
 3246    1050      12
 3246    3948      34
 3246    4744      13
 3248    1263      37
 3248    1937      47
 3248    4249       7
 3249    3721      43
 3249    4257      58
 3250    2179      22
 3251     442      29
 3252     230      30
 3252    4925      33
 3253    3764      19
 3256     581      60
 3257     535      25
 3257    2453      51
 3257    2858      20
 3257    4724       7
 3259     637      35
 3260    1349      36
 3263    4081      48
 3264     205      20
 3264    3325      19
 3265    3454      41
 3266     544      15
 3266    1671      46
 3266    1974       6
 3266    2281      52
 3267     469       4
 3268    2000       4
 3268    4761      31
 3270    1419      35
 3270    4689      43
 3271    3730      51
 3271    4853      60
 3272    3215      34
 3273     281      49
 3273    2868       8
 3274    2160      33
 3274    2309      18
 3275    2044      16
 3275    4308      36
 3276     137      44
 3276    4692      59
 3277     752      10
 3277    2677       9
 3277    3001      50
 3279     492      32
 3279    1740      46
 3280    4823      40
 3280    4984      35
 3283     303      35
 3283    1404      34
 3283    1927       9
 3283    2791      56
 3285    1218      50
 3285    4601      42
 3286    3112      11
 3287    3897      57
 3288    2911      29
 3289    2180      52
 3289    3881      12
 3290    3208      59
 3291     823       1
 3291    4483      24
 3293    3065      25
 3294    2326      56
 3297    2160      21
 3299     847      47
 3299    4863      30
 3300    2960      24
 3302    1672      30
 3303    4442       6
 3304    3303      12
 3305    2346      21
 3305    4303      44
 3306    4263      40
 3307    4110      25
 3309    4686       2
 3310    1042      12
 3310    4548      57
 3311      65      40
 3312    2689      45
 3312    3904      48
 3313    3185      20
 3313    3523      42
 3313    4191      55
 3317    1711      27
 3317    4584      12
 3318    2684      10
 3319    4431      56
 3321     944      31
 3322    1180      51
 3323     405      41
 3323    2879      16
 3323    4639      23
 3324     692       4
 3327    2392      18
 3327    3657      58
 3327    4438      48
 3328       1      34
 3328    1325      43
 3328    1440       9
 3328    2081      44
 3328    2259      19
 3330     144      11
 3330    4483      53
 3331     272      44
 3331    1818       3
 3331    3335      25
 3331    3472      48
 3332     327      28
 3335     460      28
 3335    1150      14
 3335    2291      25
 3335    3538      44
 3337     564      52
 3337    2437       6
 3339    2447      24
 3340    4024      14
 3341    3679      18
 3341    3959      25
 3341    4484      39
 3343    1078      53
 3343    4313      28
 3343    4654      21
 3344     474      36
 3344    1528      44
 3345    3050      52
 3346    3611      47
 3347     934      23
 3349    3682       6
 3351    1336      23
 3351    2037       9
 3351    3181      56
 3351    3416      11
 3352     753       2
 3352    1862      37
 3352    3075       8
 3355    4910      18
 3356    2888      22
 3356    4772      20
 3357      62      57
 3357    2885      10
 3358    4577      60
 3359      87      29
 3359    2626      44
 3359    4115      35
 3360    1708      15
 3360    2099      23
 3360    3299      59
 3362    3198       5
 3362    4931      53
 3363    1551      30
 3363    4011      57
 3364    4384       9
 3364    4446      47
 3365    3332      20
 3368    3963       5
 3369    1000      10
 3369    2082      19
 3369    4018      37
 3371    1456      44
 3371    1870      45
 3373      69       3
 3373    1007      50
 3374     650      11
 3374    1793      54
 3374    2415      55
 3374    2428      52
 3374    4442      14
 3374    4848      43
 3377    3538      43
 3378    4322      28
 3379      95      16
 3379    1228      24
 3381     397      52
 3381    1107       7
 3381    1473      56
 3381    3589      58
 3382     159      57
 3383    1791       4
 3383    2799      60
 3383    4966      51
 3384    1116      18
 3385    2722       7
 3386    3457      56
 3387     182      28
 3387    4766      45
 3389    1879      60
 3391     259      14
 3391    1474       4
 3391    1946      49
 3392     116      47
 3392    1503      41
 3392    1633      32
 3393    2042      28
 3393    4251      39
 3394    3503      46
 3395    1396       5
 3395    2276      39
 3395    4645      17
 3396     857      50
 3396    3765      59
 3397    3615      23
 3399      24      52
 3399      81      49
 3399     980      37
 3399    1113      12
 3399    2338      24
 3399    4915      59
 3400    1859       4
 3401    2265      31
 3401    3193      11
 3401    4078      54
 3401    4277      24
 3402      72      33
 3403    4253      44
 3404    2018       5
 3404    3891      24
 3405     782      26
 3405    2738       6
 3406    3289      31
 3407    2821      26
 3408    2562      53
 3408    4672       7
 3409     115      49
 3410    2873       4
 3411    2746       3
 3412      32      53
 3412    2356       5
 3412    4931      13
 3414    1075      19
 3415     656      45
 3415     978      53
 3416    3408      39
 3417     949      36
 3417    3750      16
 3418    1496      38
 3418    3743      48
 3420     339       4
 3420     569      17
 3420    4790      34
 3421     309      16
 3421    1292      41
 3421    4839       7
 3422     942      58
 3422    1779      35
 3423    3513      18
 3424    1453      31
 3424    2039       2
 3424    3448      49
 3425     722      27
 3425    3752      15
 3428    4379      23
 3429     818      37
 3429    4013       1
 3431     500      31
 3431    1352      46
 3432     494      33
 3436    2200       9
 3436    3699       3
 3437    1114      60
 3439     665      39
 3439    4090      24
 3440    1274      18
 3441    3223      38
 3441    4163       4
 3442    4513       9
 3443     712      50
 3443    2079       7
 3445    1329      59
 3445    1960       5
 3445    4765      39
 3447     174      21
 3448    4513      48
 3448    4698       7
 3449    4053      18
 3449    4772       9
 3450    1380       7
 3450    3749      36
 3451    2000       2
 3452    3176      37
 3453    4763      43
 3454     476      51
 3457     240      18
 3457    2552       2
 3458    4723      25
 3458    4946      14
 3459     111      38
 3461    2109      39
 3462    2645       6
 3462    3684       6
 3463    4249      15
 3464     381      48
 3464    1017       7
 3464    2182      53
 3465    2510       3
 3466     889      12
 3466    2315      43
 3466    3110      28
 3467    4482      22
 3468     883      55
 3468    2349      31
 3468    4669      47
 3470    4856      43
 3471    3401      39
 3472     822      26
 3474    1166      52
 3474    2920      60
 3476      76       7
 3478     367      13
 3479     396      43
 3479     984      14
 3479    1001      41
 3480    2709      34
 3481    1739      51
 3481    1983      10
 3482    3408       8
 3482    4243      35
 3483    1345      17
 3483    3291       8
 3486    3696      21
 3487    1049      50
 3488    3687      42
 3488    4593      28
 3489      89      51
 3489    4725      19
 3489    4749      11
 3490    1920      39
 3490    4873      12
 3491    2635      46
 3491    3752      57
 3493    3163      25
 3494    1431      20
 3496    1992      21
 3497    1785      17
 3497    3871      57
 3497    4250      48
 3498    1815      23
 3498    2725       8
 3499     825       5
 3499    4266      51
 3499    4398      47
 3499    4711      50
 3500    4351      43
 3501     344      55
 3503    1981      59
 3504     483      12
 3504    1668      37
 3506    1738      44
 3506    3662      28
 3506    4367      52
 3506    4544       9
 3507    1760      46
 3507    3165       7
 3508    1820      15
 3510    1591      33
 3511    4697      57
 3512    1892      18
 3514    4507      33
 3515    2543      40
 3516    3060      58
 3517    2361      18
